微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KkvIABsV6,https://weibo.cn/comment/KkvIABsV6?uid=234620121&rl=0#cmtfrm,#张予曦全家颜值#世界上我最爱的两个人，也是世界上最爱我的两个人  张予曦的微博视频   ,True,无,2021-06-17 01:19 ,Android,1,0,2
KkuMcepSW,https://weibo.cn/comment/KkuMcepSW?uid=234620121&rl=0#cmtfrm,#神舟十二航天员出征仪式#【明天，在@央视新闻 看#神舟十二号载人飞船发射#！】神舟十二号载人飞船瞄准北京时间17日9时22分发射 ，飞行乘组由航天员聂海胜、刘伯明和汤洪波组成。明早6:00起 ，央视新闻频道和综合频道将分段推出特别节目，关注和神舟十二号载人飞船发射过程。转存...全文 ,True,无,2021-06-16 22:56,Android,1,0,0
KkuM1B71R,https://weibo.cn/comment/KkuM1B71R?uid=234620121&rl=0#cmtfrm,【#女网红隧道内逆行拍写真被举报#】据@江苏新闻 消息：6月10日，江苏盐城，网红女主播刘某伙同拍摄者黄某，违规逆行进入高架拍写真。两人将视频传到网上后，被网友和当地驾驶员举报。交警迅速锁定两人，责令他们停止违法并处以罚款。经过警方严厉的批评教育，刘某和黄某写下认错书，并删除视频。#女网红为吸粉站隧道内拍视频# 江苏新闻的微博视频                                 ,True,无,2021-06-16 22:55,Android,0,0,0
KkuLUtqXA,https://weibo.cn/comment/KkuLUtqXA?uid=234620121&rl=0#cmtfrm,#外卖员送餐后在小区电梯里小便#【 同行：可能想节约时间多跑几单】6月14日，广州海珠区东翠南街宏图阁的业主反映，电梯里有一些不明的黄色液体。业主去查看公共视频，竟然是一名外卖员公然在电梯里面小便。业主马上叫清洁工清理和消毒，同时报了警。同行表示，他可能是想多送几单，因为上厕所浪费时间...全文 ,True,无,2021-06-16 22:55,Android,1,0,0
KkuLP8eF9,https://weibo.cn/comment/KkuLP8eF9?uid=234620121&rl=0#cmtfrm,【#钟薛高回应66元雪糕爱要不要# ：被恶意剪辑】近日，中式雪糕品牌钟薛高创始人林盛的采访视频引发争议，视频中有“66元”、“爱要不要”等内容。 6月16日，钟薛高回应称，“被恶意剪辑”，并公布相关采访视频。林盛所说的“爱要不要”，并非指“雪糕价格较高，消费者爱要不要”，而是“雪糕原料很贵，钟薛高爱要不要”。另外，所谓的“66元”雪糕，为公司2018年双11限量推出的厄瓜多尔粉钻。为什么在2021年618前夕，翻出三年前的产品说事？  老板联播的微博视频                                 ,True,无,2021-06-16 22:55,Android,2,0,0
KkuLJj7Kc,https://weibo.cn/comment/KkuLJj7Kc?uid=234620121&rl=0#cmtfrm,#航天员将家人照片视频带上太空#【航天员可可爱爱！#刘伯明说我们三位帅哥一定完成好任务#】航天员刘伯明，曾和战友一起完成我国首次空间出舱活动任务。刘伯明介绍，#此次出舱时间大幅增加任务更复杂#：“有专业人员的地面支持，有我们乘组三位帅哥的默契配合，我们一定满怀信心迎接一切挑战。浩...全文 ,True,无,2021-06-16 22:54,Android,1,0,0
KkuLw0kmt,https://weibo.cn/comment/KkuLw0kmt?uid=234620121&rl=0#cmtfrm,#刘宇宁张碧晨合唱天问 不搭# 刘宇宁张碧晨都是电视剧ost大户，唱歌都是很有江湖侠气啊，原唱刘宇宁+张碧晨一起合唱天问有不一样的味道，天问好听就完事了~  娱乐榜姐的微博视频   ,True,无,2021-06-16 22:54,Android,2,0,1
KkueCrBAT,https://weibo.cn/comment/KkueCrBAT?uid=234620121&rl=0#cmtfrm,#许佳琪拔发簪# 许佳琪拔下发簪的瞬间好像将要上阵的女将军 七百里加急递煎饼的微博视频   ,True,无,2021-06-16 21:33,Android,4,0,2
Kksee7cNq,https://weibo.cn/comment/Kksee7cNq?uid=234620121&rl=0#cmtfrm,#厨艺教程#【红烧猪蹄做法】猪蹄又叫猪脚、猪手。猪蹄含有丰富的胶原蛋白质，脂肪含量也比肥肉低，有美容，延缓衰老，强健筋骨的功效 (1)  中华美食为王的微博视频   ,True,无,2021-06-16 16:26,Android,0,0,3
Kkse47JBq,https://weibo.cn/comment/Kkse47JBq?uid=234620121&rl=0#cmtfrm,#厨艺教程#土豆丝卷饼这样做，你能干下几个？#宝藏星视频# 厨艺教程的微博视频   ,True,无,2021-06-16 16:26,Android,2,2,1
