微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
A6qB3wzTv,https://weibo.cn/comment/A6qB3wzTv?uid=31415926&rl=0#cmtfrm,"所有的相遇都是久别重逢，珍惜身边每一次相遇，珍惜身边每一个人。爆笑励志微电影《什么叫做爱》，每个人心中都有一部微电影,http://t.cn/zH1HbLQ  原图 ",True,无,2013-08-25 23:10,比邻丨BiLin,0,0,0
zpIJKcr2M,https://weibo.cn/comment/zpIJKcr2M?uid=31415926&rl=0#cmtfrm,想备份重要资料？想在线看视频？想与朋友分享出游照片？快下载#百度云#客户端！！http://t.cn/zYeDU7Z 现在注册送15G超大空间，快来注册吧： http://t.cn/zTzYPXt  （分享自 @百度云）  ,True,无,2013-03-29 21:32,百度网盘,0,3,6
zpz64keKI,https://weibo.cn/comment/zpz64keKI?uid=31415926&rl=0#cmtfrm,我在360安全卫士新版里获得了3枚360产品勋章，成为了360超级用户，击败了全国99%用户，你呢？http://t.cn/bdQc3  ,True,无,2013-03-28 21:00,分享按钮,0,0,0
z6ehvki15,https://weibo.cn/comment/z6ehvki15?uid=31415926&rl=0#cmtfrm,哈哈哈哈。。 牛排，我来啦～  http://t.cn/zjwwB6k ，  原图 ,True,无,2012-11-21 17:04,小窝.xiaowo,0,1,8
yodO37XNI,https://weibo.cn/comment/yodO37XNI?uid=31415926&rl=0#cmtfrm,"十一月就要答辩了，论文还没开始写，烦！！！有没有人知道谁可以帮人家写的，最好两三千,块或者三四千块可以搞定  ",True,无,2012-06-17 02:13,Android客户端,0,0,0
4wtlJx,https://weibo.cn/comment/4wtlJx?uid=31415926&rl=0#cmtfrm,失恋是一件很痛苦的事情，一个月了，我还是放不下，还是经常想起她，好几个晚上想她想到两三点钟都睡不着  ,True,无,2010-09-24 02:38,微博手机版,0,0,1
