微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KfceAhQ89,https://weibo.cn/comment/KfceAhQ89?uid=1647486362&rl=0#cmtfrm,[置顶]#成都四十九中回应学生在校高坠离世##教育局通报成都四十九中学生坠亡# 新华社公布了成都49中事件调查细节，解答了大家关心的一系列疑问，包括“关键时刻监控有无缺失”等问题。  原图 ,True,无,2021-05-13 02:32,HUAWEI Mate 20,8755,205,893
KgYcPfL3d,https://weibo.cn/comment/KgYcPfL3d?uid=1647486362&rl=0#cmtfrm,咦？你们美国不是动不动就派特种部队去别国逮捕你们不喜欢的别国领导人么？现在装尼玛的道德标兵呢？！  原图 ,True,无,2021-05-24 18:29,HUAWEI Mate 20,21,1,6
KgYbpfGqv,https://weibo.cn/comment/KgYbpfGqv?uid=1647486362&rl=0#cmtfrm,台北地铁的清洁工和保安确诊，捷运现在忙着下封口令  原图 ,True,无,2021-05-24 18:26,HUAWEI Mate 20,26,0,8
KgY9qhYwN,https://weibo.cn/comment/KgY9qhYwN?uid=1647486362&rl=0#cmtfrm,抗疫效率慢腾腾，轮到打击地方自主权就神速了  原图 ,True,无,2021-05-24 18:21,HUAWEI Mate 20,82,1,7
KgY6JlRIR,https://weibo.cn/comment/KgY6JlRIR?uid=1647486362&rl=0#cmtfrm,家门不幸，出了这么个逆子，拖了全家后腿  原图 ,True,无,2021-05-24 18:14,HUAWEI Mate 20,167,12,31
KgXXXlPiA,https://weibo.cn/comment/KgXXXlPiA?uid=1647486362&rl=0#cmtfrm,蛙岛的电力又紧张了，呃，我为什么要说“又”。。。  原图 ,True,无,2021-05-24 17:53,HUAWEI Mate 20,169,4,47
KgXVgkdnX,https://weibo.cn/comment/KgXVgkdnX?uid=1647486362&rl=0#cmtfrm,中国未来的栋梁！ 上帝之鹰_5zn的微博视频  ,True,无,2021-05-24 17:46,微博视频号,477,23,41
KgXSP3WcI,https://weibo.cn/comment/KgXSP3WcI?uid=1647486362&rl=0#cmtfrm,唐湘龙：湖北和台湾疫情爆发前美军都来了，我怀疑疫情与美军有关 上帝之鹰_5zn的微博视频  ,True,无,2021-05-24 17:40,微博视频号,767,40,118
KgXQP1YlZ,https://weibo.cn/comment/KgXQP1YlZ?uid=1647486362&rl=0#cmtfrm,论如何丧事喜办  原图 ,True,无,2021-05-24 17:35,HUAWEI Mate 20,155,6,37
KgXQr3FAv,https://weibo.cn/comment/KgXQr3FAv?uid=1647486362&rl=0#cmtfrm,"转发理由:妖精的口袋打底T恤，一件不到40块！//@我的小可爱253:拉着室友我们6个人买了10件，图案都太好看了！纯棉的穿着挺透气的，一件三十多太香了  
原始用户: 魔方严选
转发内容: 官方大差价！21色IP联名【5件 189】妖精的口袋 打底T恤*5件直接拍5件，到手每件仅折37.8元。尺码S-L，100%新疆棉面料，小飞象/加油鸭/爱丽丝/毕加索等多种样式，搭配裙子、牛仔裤或者做家居服都可以，喜欢overside感觉的买大一码  [组图共9张] 原图 ",False,无,2021-05-24 17:34,HUAWEI Mate 20,4,1,0
KgXOkoQ9o,https://weibo.cn/comment/KgXOkoQ9o?uid=1647486362&rl=0#cmtfrm,民进党当局封杀 金门机场强拆快筛门 县长当场大发雷霆：谁拆的！海客新闻的秒拍视频  ,True,无,2021-05-24 17:29 ,微博视频号,251,12,43
