微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgVB0aTki,https://weibo.cn/comment/KgVB0aTki?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: Raptor_788
转发内容: 来自NSF BocaChica的更新星箭轨道级发射中心建设非常繁忙，各种大大小小的吊车搬运各种设备年底入轨的目标还是很紧的，毕竟星箭+超重120米高，人类有史以来最大的火箭有关更多的航天的消息，有请参观官网航爱官网  [组图共6张] 原图 ",False,无,2021-05-24 11:50,微博 weibo.com,0,0,0
KgVxobUu3,https://weibo.cn/comment/KgVxobUu3?uid=26247513&rl=0#cmtfrm,"转发理由://@樊建川: 转发微博  
原始用户: 寻人总动员鸣警
转发内容: 【听袁隆平小提琴版《我的祖国》，追记袁隆平的音乐情缘】在袁隆平院士临终前，家人围在他身边，轻轻哼唱起一首《红莓花儿开》。因为这首苏联歌曲是袁老最爱的歌曲之一，她代表着袁老美好的年轻时代。袁隆平喜欢古典的小提琴曲，因为可以把自己带入“很舒服、很美好的境界”。几个人常常聚在宿舍一起练琴唱歌，因为嗓音低沉，同学们还给袁隆平起了个外号叫“大Bass”（男低音）。那个时候新中国刚刚成立不久，苏联歌曲十分流行，唱《喀秋莎》《红莓花儿开》是一件很时髦的事儿。听袁隆平小提琴版《我的祖国》 重温人民科学家的赤子心 七环视频的微博视频                     ",False,无,2021-05-24 11:42,微博 weibo.com,0,0,0
KgVw0bvDS,https://weibo.cn/comment/KgVw0bvDS?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 中国青年报
转发内容: 【#吴孟超和他的225平方厘米战场#】即使是在生命的最后几年，吴孟超还坚持每周做一台手术。一上了手术台，谁也看不出他是个将近百岁的老人。器械缝合技术早已成熟，他却依然坚持用手缝合。“器械缝合省事，但‘咔嚓’一声，一千多元就花掉了。”他说，“#我吴孟超手缝可以分文不收#。”他坐诊时，如果B超能解决问题，绝不让病人去做花费更高的CT或核磁共振。        几年前的一次手术后，疲惫的吴孟超告诉护士长程月娥：“如果我有一天倒在手术室，不要慌张，记住帮我擦一下。你知道我是爱干净的，别让人看见我一脸汗水的样子。”#洞见计划#吴孟超和他的225平方厘米战场         [组图共3张]      原图                     ",False,无,2021-05-24 11:39,微博 weibo.com,0,0,0
KgUMDBitV,https://weibo.cn/comment/KgUMDBitV?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 侯宁
转发内容: 世道真的变了，不信你听！#今日看盘##离开一座城市你会带走什么##遇见美好##侯宁微评# 侯宁的微博视频  ",False,无,2021-05-24 09:47 ,iPhone客户端,0,0,0
KgPUEq2rz,https://weibo.cn/comment/KgPUEq2rz?uid=26247513&rl=0#cmtfrm,"转发理由://@司令本V://@老爆科技:人间温暖  
原始用户: Rabbit每日爆料
转发内容: 长沙有太多感动了  [组图共6张] 原图 ",False,无,2021-05-23 21:23,iPhone客户端,0,0,0
KgL4FykEC,https://weibo.cn/comment/KgL4FykEC?uid=26247513&rl=0#cmtfrm,"转发理由://@王巍w:🙏🙏🙏  
原始用户: 司马南
转发内容: 袁隆平院士写给妈妈的信  原图 ",False,无,2021-05-23 09:04,iPhone客户端,0,0,0
KgL2L1HOF,https://weibo.cn/comment/KgL2L1HOF?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 36氪
转发内容: 【共和国一天痛失两位院士，#小行星17606去陪小行星8117了#】#国士无双#1999年，由中国科学院北京天文台施密特CCD小行星项目组发现的，编号为8117的小行星被命名为“袁隆平星”。2010年，国际小行星中心发布公报，将第17606号小行星永久命名为“吴孟超星”。#共和国一天痛失两位院士##三天痛失四位国之栋梁#2021年5月20日，中国眼科医学界泰斗#夏德昭逝世#，享年104岁；5月21日，故宫博物院原副院长、文博专家#杨伯达去世#，享年94岁；5月22日，“中国肝脏外科之父”#吴孟超逝世#，享年99岁；5月22日，“杂交水稻之父”#袁隆平逝世#，享年91岁。 #联合国粮农组织悼念袁老#今日，联合国粮农组织总干事屈冬玉发文悼念:“一生修道杂交稻，万家食粮中国粮。我敬爱的大师千古！” 湖南长沙，袁隆平院士灵车经过之处，车辆鸣笛送别。#长沙市民鸣笛送别袁隆平#         [组图共4张]      原图                     ",False,无,2021-05-23 08:59,iPhone客户端,0,0,0
KgL2fqFWy,https://weibo.cn/comment/KgL2fqFWy?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 每日经济新闻
转发内容: 【#三天痛失四位国之栋梁#】5月20日：中国眼科医学界泰斗#夏德昭#逝世，享年104岁。5月21日：故宫原副院长文博泰斗#杨伯达#逝世，享年94岁。5月22日：“肝胆外科之父”#吴孟超#院士逝世，享年99岁。5月22日：“杂交水稻之父”#袁隆平#院士逝世，享年91岁。（NBD视频；ZY）NBD视频的微博视频  ",False,无,2021-05-23 08:58,iPhone客户端,0,0,0
KgDGplZMc,https://weibo.cn/comment/KgDGplZMc?uid=26247513&rl=0#cmtfrm,"转发理由://@军武菌:新华社消息//@大英良心汉弗莱:   
原始用户: 新华社
转发内容: 【#袁隆平逝世#】记者从中南大学湘雅医院获悉，“杂交水稻之父”、中国工程院院士、“共和国勋章”获得者袁隆平，5月22日13点07分在湖南长沙逝世，享年91岁。袁隆平是我国研究与发展杂交水稻的开创者，也是世界上第一个成功利用水稻杂种优势的科学家，被誉为“杂交水稻之父”。直到今年年初，他还坚持在海南三亚南繁基地开展科研工作。              原图                     ",False,无,2021-05-22 14:15,iPhone客户端,0,0,0
KgBiLzCgx,https://weibo.cn/comment/KgBiLzCgx?uid=26247513&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 36氪
转发内容: 【#昆明收到了成都机构的地震预警#，比地震横波提前44秒】5月21日，云南大理漾濞县发生多次地震，最大震级达到6.4级。有云南昆明的网友晒出截图，自己在家收到了来自成都高新减灾研究所的地震预警，提醒大理漾濞县发生了地震，比地震横波提前了44秒。#大理漾濞6.4级地震# @四川日报  四川日报的微博视频                      ",False,无,2021-05-22 08:11,iPhone客户端,0,0,0
