微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
FEYPNaELG,https://weibo.cn/comment/FEYPNaELG?uid=1605203592&rl=0#cmtfrm,[置顶]从14年下半年起至今，也算是见证恩队这些年逐步走向辉煌，而这大约也是留在脑海里，关于嘉兴路最美好的回忆了。马上就要重组啦，祝当初和现在所有待过这支队伍的人，前程似锦，过好自己的人生，一切都好。 想想自己也饭得蛮久了  原图 ,True,无,2018-01-18 22:31,CJYすきiPhone客户端,61,0,6
KgUODus3a,https://weibo.cn/comment/KgUODus3a?uid=1605203592&rl=0#cmtfrm,"转发理由:@李一桐Q 这个女人真的好甜，我去回看平行时空了  
原始用户: 页一下
转发内容: 因为喜欢你，所以自己爱吃的也要和你一起分着吃，吃完以后还会像小猫一样凑过来亲亲你，救命，狠狠代了🙉  [组图共3张] 原图 ",False,无,2021-05-24 09:52 ,骊歌行能行iPhone 12,1,0,1
KgUHOjD4R,https://weibo.cn/comment/KgUHOjD4R?uid=1605203592&rl=0#cmtfrm,"转发理由:#李一桐理想照耀中国# 早啊李一桐。  
原始用户: 爱奇艺
转发内容: #桃桃早安说# 早安！大义守望相助，和杜富佳@李一桐Q 一起点亮生命之光✨  原图 ",False,无,2021-05-24 09:35 ,骊歌行能行iPhone 12,0,0,0
KgRHgcTvD,https://weibo.cn/comment/KgRHgcTvD?uid=1605203592&rl=0#cmtfrm,#李一桐骊歌行# 不是，你们知道实时追骊歌行，每天看完更新，津津有味地在gc上看大家一起吐槽一起骂，真的很解气！现在骊歌行完结了，这份莫名其妙地快乐，也要结束了……突然空虚了。我被风弄和于正pua了？？  ,True,无,2021-05-24 01:55 ,骊歌行能行iPhone 12,7,0,8
KgQfooVd5,https://weibo.cn/comment/KgQfooVd5?uid=1605203592&rl=0#cmtfrm,"转发理由:#李一桐骊歌行# 结束了，害，恭喜收官  
原始用户: 新浪电视
转发内容: 终于等到《骊歌行》大结局了，有多少人像我一样就是奔着盛楚慕@许凯soso 和傅柔@李一桐Q 这场正式的婚礼来的！！！婚服真的好好看啊，希望看完这段的姐妹都可以有情人终成眷属！许愿！#骊歌行#  浪里追剧的微博视频  ",False,无,2021-05-23 22:14,骊歌行能行iPhone 12,0,0,0
KgPNuAdmI,https://weibo.cn/comment/KgPNuAdmI?uid=1605203592&rl=0#cmtfrm,#骊歌行大结局# 嗑官配不仅是捡垃圾，还是海底捞月，毛都没有，连大结局最后一个镜头都不是你俩的。🙉  原图 ,True,无,2021-05-23 21:05,骊歌行能行iPhone 12,5,0,2
KgPJorM8v,https://weibo.cn/comment/KgPJorM8v?uid=1605203592&rl=0#cmtfrm,#李一桐骊歌行#  #骊歌行大结局# 山洞里脱衣服呢！！傅柔叫男主小慕呢？！！我要看的是一秒软甲特写吗？？我要看脱衣服男女主互动啊！互动啊！🙉这剧第八集以后能剪出几分钟的男女主戏码啊？？？还有孩子呢！不是说会有一个孩子的吗！还有这个亲亲呢？我看漏了？？淦——！  原图 ,True,无,2021-05-23 20:55,骊歌行能行iPhone 12,0,1,2
KgPALkMhi,https://weibo.cn/comment/KgPALkMhi?uid=1605203592&rl=0#cmtfrm,#李一桐骊歌行#  #骊歌行大结局# 不是，山洞里脱衣服给金丝软甲那一大段呢？？？？就一个闪回两秒？？？？？还有孩子呢！！！说好的好大儿呢！！！！不是说会有一个孩子的吗！！！！淦——！  ,True,无,2021-05-23 20:34,骊歌行能行iPhone 12,4,1,4
KgPzSEFlK,https://weibo.cn/comment/KgPzSEFlK?uid=1605203592&rl=0#cmtfrm,#李一桐骊歌行#  #骊歌行大结局# 槽啊！我直接跳了55集看结局，这……最后一个镜头给的不是男女主，是严子方和陆盈盈？？？？？？？？  原图 ,True,无,2021-05-23 20:32,骊歌行能行iPhone 12,8,0,12
KgPgFx13y,https://weibo.cn/comment/KgPgFx13y?uid=1605203592&rl=0#cmtfrm,"转发理由:#李一桐骊歌行#  #骊歌行大结局# 好喜欢傅柔，舍不得你，这就要说再见啦。 @李一桐Q   
原始用户: 骊歌行
转发内容: #电视剧骊歌行# 今晚#骊歌行大结局# 骊妹已经准备好啦！  [组图共10张] 原图 ",False,无,2021-05-23 19:44,骊歌行能行iPhone 12,1,0,0
