微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgOGYk5nX,https://weibo.cn/comment/KgOGYk5nX?uid=1641963713&rl=0#cmtfrm,"转发理由:确定是，28~30，文昌希尔顿价格直升，和我19号晚住的价格一样  
原始用户: 小陵气象航天时间
转发内容: 【重启！·重点发射任务倒计时】艰难方显勇毅，磨砺始得玉成！距#天舟二号#货运飞船发射还有6天！（待定）2021.05.23-2021.05.29发射地点：中国文昌航天发射场201发射工位任务火箭：长征七号遥三火箭（CZ-7 Y3）任务载荷：天舟二号货运飞船（TZ-2）任务窗口：2021年5月下旬预计时间：2021年5月29日晚上观礼咨询：欢迎私信，知且能言必告知（注意：小陵不组织此次任务观礼呦，只是想给萌新点帮助～）特别提醒：请前往现在观看发射的朋友务必在发射负三小时前进入龙楼。交流群：分为主群（Y1）和副群（Y2），主群可以闲聊，副群则主要用于给前住现场观看发射的萌新答疑，请根据需要添加，也欢迎更多的大佬加入其中，详情请私信！*发射仅供参考（后续会持续更进），以最终瞄准时间为准，若据此产生任何后果自行承担*☞预祝发射任务取得圆满成功☜              原图                     ",False,无,2021-05-23 18:16,Android,0,0,0
KgFuvAT85,https://weibo.cn/comment/KgFuvAT85?uid=1641963713&rl=0#cmtfrm,"转发理由://@日本沙雕日常://@一起神吐槽:看了心情也会变好//@迷惑行为收录:太可爱了救命//@IT工程师: 真好啊//@90后退休生活: 还以为是三只//@贼秀bot: 呜呜呜呜好乖嗷//@不知名吃瓜鹅: 今日份治愈  
原始用户: 铲屎官和主子们
转发内容: 阳光下🌤四只小猫排排坐～～太美好了！！！#四只小猫排排坐#  铲屎官和主子们的微博视频  ",False,无,2021-05-22 18:51,Android,0,0,0
KgE3hoRcN,https://weibo.cn/comment/KgE3hoRcN?uid=1641963713&rl=0#cmtfrm,"转发理由://@PAPER--PLANES:以前人老说的女子无才便是德，我想是无才是便于顺服他们吧  
原始用户: 水木丁
转发内容: 聊一聊为什么女人爱学习，会被一些男人视为一种冒犯。昨天有一条社会新闻，气得我首页关注的一位离婚律师在微博大骂。说现在的这帮男的太鸡贼了。（这位离婚律师也是男人）新闻是一个男的和女生谈恋爱。恋爱期间给女生零零星星的打了钱，拢共四万多左右。后来两个人分手，男的就让女人还钱。女生认为这是赠与，男的把女生告倒了法院，法院认为这是女生的借款，必须要打款金额为520，或者1314才能认定是赠与。然后判定女生应该还钱。这个律师的反应，让我多少有些欣慰，联想起多年前的一件事。大概是十多年前。我一个发小买房，她老公办理的时候，她恰好不在，他老公就只写了自己的名。有一次我们聊起来，她跟我说起。我就说这不好吧，会不会有问题啊，要不你还是把你名字加上吧。但当时我们都不懂，我就想起经常玩的论坛，有一位律师网友，还是朋友的朋友，就说要不我给你在网上问问。其实我当时也没多想，就是觉得问清楚了踏实一点，另外你们也知道，我是一个特别好学的人，连打游戏都能把游戏设计者的文章资料来学习一遍。结果你猜，我问这位律师的时候，这男的说什么？他说，你能不能别挑拨离间，人家夫妻过得好好的，都是你这种人在中间搅和。我当时非常震惊惊了，因为我在问他的是一个专业的问题，而他完全用家长里短的思维。就这样还律师？从此拉黑，瞅都不想正眼瞅这货一眼。现在看到人们的思想还是有进步，连律师也是与时俱进的，至少女人询问婚姻关系内的财产问题，不会被攻击了。结果没想到，当我把这件事写在微博上之后，就又受到了一些男人同样的指责，说的话和那位律师一模一样。当然了，也有一些女人暗搓搓的帮腔。这件事都过去十几年了，依然有这么多人这样的反应，让我有兴趣往更深层次里想了想。为什么？这其实只是一个知识点而已。我也只是因为好奇想了解，我朋友她了解之后也不等于她就要闹离婚。但是我们作为女性，作为生活在这个国度里的普通公民，了解一下这个国家婚姻法里的一个知识点，这没什么好奇怪的吧。为什么这么多人要对你的知情权冷嘲热讽，横加指责？想出各种理由，想要阻止你去学习，去了解这个知识。这些人的心理才有意思。我觉得啊，这就是一种知识垄断的心理，也是千百年来，一些人维护社会不平等的重要手段。举个跟男女无关的例子。在十五世纪的中世纪，印刷术发明之前，欧洲会识字的男人只有10%（女人都不识字），除了皇室贵族外，也只有僧侣才能够接受高等教育。即使是印刷术发明后的一段时间，普通的老白姓想识字学知识，都会被认为大逆不道的事。我记得看过一个电影，一个小学徒去向识字，就去跟一个神父请教，结果那个神父勃然大怒，一通羞辱和训斥。我想这位神父并不是深思熟虑的反应，他是本能的自我保护。但这种训斥的行为，本质上就是一种想借助知识垄断来维护社会体制行的不平等。这也是许多既得利益者自觉或者不自觉在做的事。所以多年前的那位律师男士，会把我视为一个大逆不道的女人，横加指责。真的是因为他怕我那个八杆子跟他够不到的发小离婚吗？不是，是因为我作为女人，竟然觉得女人应该保护自己，我竟然有警惕，有觉知。而且我是身体力行，我非常自然的想到我们应该去学习，去了解，而且我还会去告诉其他的女人。所以在他眼里，我的行为，会打破这种知识垄断。我这种女人，真的是太大逆不道了，他感觉到了被冒犯。就像小学徒想学识字一样，在神父的眼里，你学习的这种行为本身，就是不守本份。想明白这一点，也就觉得我也能理解这些男人对我的指责了。呵呵，去你妈的本分。话说回来，这件事也说明一个道理。人类不平等的起源以及维护，真的是渗透在生活中这些细微之处，潜移默化的给你压力，给你洗脑。所以女孩子才一定要读书，而且不仅仅是读书，更是要保持终身学习的能力。而且大家也要有足够的心理准备，做一个有知识，有文化的女性，对一些人来说，已经是很大的冒犯了。但千万不要怂，不管这些人说什么，怎样的冷嘲热讽，女孩子也一定要学习。因为你的人生是你自己的。此道理其实用在阶级不平等上也同样适用。我们应该庆幸我们生活在一个知识唾手可得的时代。从这个角度来说，这是一个最好的时代。                     ",False,无,2021-05-22 15:11,Android,0,0,0
KgvwooaQW,https://weibo.cn/comment/KgvwooaQW?uid=1641963713&rl=0#cmtfrm,"转发理由://@吃瓜群众CJ:恶性循环//@逆转的桥_Bridge:草//@小狸言:哈哈哈哈哈哈哈//@剪刀手轩辕:哈哈//@基伽勒:最右哈哈哈哈，所以他们找茬封杀短视频啊//@侠只一字 :导演不亲自导，编剧不亲自编，演员不亲自演，现在有了影评剧评号，很多观众也不亲自看了，整挺好  
原始用户: 追剧小馆
转发内容: 看了下《御赐小仵作》导演楼建的采访，说到很多导演都不亲自拍戏了，不用怀疑，是真的。就像很多演员滥用替身一样，现在很多大导也是这样。还有很多随随便便挂个名，监制或者总导演，人根本都不出现参与项目，一百万到手。  原图 ",False,无,2021-05-21 17:28,Android,0,0,0
KgtD8pO3c,https://weibo.cn/comment/KgtD8pO3c?uid=1641963713&rl=0#cmtfrm,"转发理由://@一只收缩狗:奶奶！请问你长寿的秘诀是什么呢  
原始用户: 胡萝卜吃兔兔
转发内容: 朋友家的小猫咪！图3的猫奶奶24岁了！！！！！！！！！！！摸摸！！！  [组图共3张] 原图 ",False,无,2021-05-21 12:39,Android,0,0,0
Kgr3FdPYB,https://weibo.cn/comment/Kgr3FdPYB?uid=1641963713&rl=0#cmtfrm,"转发理由://@小贱树:我喜欢钱🙏🙏🙏//@牧牧的PU:我喜欢金城武//@大懒糖:🙏//@日本沙雕日常:万一实现了呢？🙏//@櫻井糯米仔:我喜欢樱井翔！！//@谷井September:我喜欢的类型是相叶雅纪🙏//@nino家的美丽:🙏//@yyyyuzu :🙏🙏  
原始用户: 日本沙雕日常
转发内容: #新垣结衣星野源结婚# 十年前，星野源在推特上回复网友说「喜欢的类型是新垣结衣」。十年后，真就美梦成真了！转发沾沾喜气，你也一定终究能和你的意中人在一起！🙏🙏🙏  原图 ",False,无,2021-05-21 06:06,Android,0,0,0
KgqTosOEF,https://weibo.cn/comment/KgqTosOEF?uid=1641963713&rl=0#cmtfrm,"转发理由://@咪游记:你也许不能改变世界，但你能改变它的世界🙏  
原始用户: 上海领养之家
转发内容: 凌晨两点五十分，今日救援结束🔚 外面狂风暴雨比不上内心深处的风雨飘摇。很多时候都希望第一发现人能多做一点点，哪怕只是一点点你也许不能改变世界，但你能改变它的世界。 上海领养之家的微博视频  ",False,无,2021-05-21 05:41,Android,0,0,0
Kg8jF05zm,https://weibo.cn/comment/Kg8jF05zm?uid=1641963713&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 荐见
转发内容: 推荐摸鱼看部NHK纪录片《苏联最后的时光》。柏林墙被推倒这一年，苏联也迅速走向灭亡。NHK通过对当事人进行采访，得到了许多珍贵的证言，试图寻找苏联灭亡的原因。豆瓣8分 荐见的微博视频  ",False,无,2021-05-19 06:24,Android,0,0,0
Kg5xO8SWN,https://weibo.cn/comment/Kg5xO8SWN?uid=1641963713&rl=0#cmtfrm,"转发理由:转发微博  
原始用户: 朱海杰医生
转发内容: 更全面的了解一下目前3D定制的技术和材料：1、3D定制运用在医疗领域的优势在哪里？2、3D定制的制作过程？3、医疗领域，为什么只有peek能被3D定制？4、3D设计≠ 3D定制常见Q&A：1、放完鼻基底假体鼻翼会变宽、人中会变长？2、鼻基底填充挂组织这一问题有没有意义？  抽奖详情  [组图共9张] 原图 ",False,无,2021-05-18 23:20,Android,0,0,0
Kg2Td4kti,https://weibo.cn/comment/Kg2Td4kti?uid=1641963713&rl=0#cmtfrm,"转发理由://@鼓起勇气啊啊啊:长得一般的人真辛苦  
原始用户: 刘小波的博
转发内容: 人们会更容易同情长的好看的人，如果长的很一般，人们下意识会觉得这个人应该坚强。  ",False,无,2021-05-18 16:35,Android,0,0,0
