微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KdlKA2CmU,https://weibo.cn/comment/KdlKA2CmU?uid=1323892424&rl=0#cmtfrm,广东英德绿茶 我的#好物推荐# 清远茶叶 广东绿茶英德绿茶新茶叶 特级浓香型 高山云雾绿茶生态绿茶叶500g  ,True,无,2021-04-30 23:05,Android,0,0,2
KdlIr3cF1,https://weibo.cn/comment/KdlIr3cF1?uid=1323892424&rl=0#cmtfrm,#周五优选日#陈皮普洱茶大量有售，适合对象：售楼部，餐馆，农庄，各类销售接待客户部门都合适，大众口感，陈皮普洱茶经济实惠，口感佳，去油腻，消滞，用过的都说“好”。 野生陈皮普洱500g熟茶特级桔皮普洱茶叶养生普洱茶新会橘普生态茶  ,True,无,2021-04-30 22:59,Android,0,0,1
KbZ35q0nj,https://weibo.cn/comment/KbZ35q0nj?uid=1323892424&rl=0#cmtfrm,陈皮普洱茶大量有售，适合对象：售楼部，餐馆，农庄，各类销售接待客户部门都合适，大众口感，陈皮普洱茶经济实惠，口感佳，去油腻，消滞，用过的都说“好”。 野生陈皮普洱500g熟茶特级桔皮普洱茶叶养生普洱茶新会橘普生态茶  ,True,无,2021-04-21 23:27,Android,1,0,1
KbjwT9jtJ,https://weibo.cn/comment/KbjwT9jtJ?uid=1323892424&rl=0#cmtfrm,近期热销产品，春夏交接，来壶陈皮普洱茶健脾养胃，疏肝润肺 野生陈皮普洱500g熟茶特级桔皮普洱茶叶养生普洱茶新会橘普生态茶  ,True,无,2021-04-17 13:45,Android,0,1,1
KaoZygI20,https://weibo.cn/comment/KaoZygI20?uid=1323892424&rl=0#cmtfrm,花非花茶庄的小店  ,True,无,2021-04-11 13:49,Android,0,0,1
KaoZ469Nz,https://weibo.cn/comment/KaoZ469Nz?uid=1323892424&rl=0#cmtfrm,2021年岩雾尖春茶到货 广东绿茶英德绿茶新茶叶 特级浓香型 高山云雾绿茶生态绿茶叶500g  ,True,无,2021-04-11 13:48,Android,1,1,1
K8JRHqkxO,https://weibo.cn/comment/K8JRHqkxO?uid=1323892424&rl=0#cmtfrm,上微博回血啦！我完成了#你好生活节#【回血大转盘】分享任务，还有10000元清空购物车、666现金红包等惊喜大奖，点击即可参与！ 回血大转盘  ,True,无,2021-03-31 15:17,微博品牌活动,0,0,0
K5G6ZlvJ1,https://weibo.cn/comment/K5G6ZlvJ1?uid=1323892424&rl=0#cmtfrm,近段电信诈骗案例时有发生，电信诈骗手段层出不穷，请大家提高警惕，牢记十个“凡是”每日警情！#清远身边事# 花非花茶庄的微博视频  ,True,无,2021-03-11 12:12,Android,0,0,0
K2OFNnYtw,https://weibo.cn/comment/K2OFNnYtw?uid=1323892424&rl=0#cmtfrm,#清远身边事# 《清远同城》发货，春节期间大鱼大肉，陈皮普洱茶有消化积食调理肠胃的作用，即日起开始接单，正常发货。祝大家 新春愉快，牛年吉祥 ，阖家幸福#花非花茶庄#  [组图共10张] 原图 ,True,无,2021-02-20 16:29,Android,1,4,2
K2Ol36nzb,https://weibo.cn/comment/K2Ol36nzb?uid=1323892424&rl=0#cmtfrm,野生陈皮普洱茶经济实惠，口感佳，去油腻，消滞，特级陈皮普洱500g野生桔皮普洱茶叶养生陈皮普洱茶熟茶橘普生态茶野生普洱陈吉皮茶野生陳皮普洱茶  原图 ,True,无,2021-02-20 15:38,Android,0,0,1
