微博id,微博链接,微博正文,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
KgSWFi2xz,https://weibo.cn/comment/KgSWFi2xz?uid=1662407481&rl=0#cmtfrm,[置顶]广州确诊阿婆携带病毒为印度变异毒株 其丈夫为无症状感染者广州确诊阿婆携带病毒为印度变异毒株 其丈夫为无症状感染者 #广州荔湾确诊病例感染印度变异株##广州本土确诊病例病毒属于在印度出现的变异株##广州荔湾确诊病例感染印度出现的变异株#  原图 ,True,无,2021-05-24 05:06,无,5,0,0
KgVN6EkPI,https://weibo.cn/comment/KgVN6EkPI?uid=1662407481&rl=0#cmtfrm,许达哲等湖南省领导在袁隆平遗体前肃立默哀http://t.cn/A6VMhsp7 #许达哲看望袁隆平同志家属##袁隆平遗体送别仪式#  原图 ,True,无,2021-05-24 12:21,无,5,0,1
KgVMC05i7,https://weibo.cn/comment/KgVMC05i7?uid=1662407481&rl=0#cmtfrm,重温赤子心！袁隆平小提琴演奏我的祖国http://t.cn/A6VMhgEj #袁隆平曾用小提琴演奏我的祖国##袁隆平用小提琴演奏我的祖国##稻田里拉小提琴的袁隆平#  原图 ,True,无,2021-05-24 12:19,无,0,0,0
KgVMj3aPV,https://weibo.cn/comment/KgVMj3aPV?uid=1662407481&rl=0#cmtfrm,别了，袁老！记录那些送行者令人动容的瞬间别了，袁老！记录那些送行者令人动容的瞬间 #袁隆平遗体送别仪式##袁隆平逝世#  原图 ,True,无,2021-05-24 12:19,无,0,0,0
KgVM5rqvu,https://weibo.cn/comment/KgVM5rqvu?uid=1662407481&rl=0#cmtfrm,袁隆平院士遗体送别仪式举行 身上覆盖国旗袁隆平院士遗体送别仪式举行 身上覆盖国旗 #袁隆平遗体送别仪式#  原图 ,True,无,2021-05-24 12:18,无,0,0,0
KgVC2i8MU,https://weibo.cn/comment/KgVC2i8MU?uid=1662407481&rl=0#cmtfrm,袁隆平在三亚的最后时光http://t.cn/A6VMPISa#袁隆平在三亚的最后时光##袁隆平在三亚的最后125天##袁隆平遗体送别仪式#  原图 ,True,无,2021-05-24 11:53,无,4,0,0
KgUdM9mlp,https://weibo.cn/comment/KgUdM9mlp?uid=1662407481&rl=0#cmtfrm,重获人身自由？“被囚迪拜公主”突然现身，社交媒体上发与朋友聚会照片http://t.cn/A6VImbaq#印度特种部队涉嫌参与绑架迪拜公主##迪拜公主遭软禁期间亲笔信##迪拜公主遭软禁期间信件曝光#  ,True,无,2021-05-24 08:21,无,0,0,0
KgU8ZsLPd,https://weibo.cn/comment/KgU8ZsLPd?uid=1662407481&rl=0#cmtfrm,张萌：你有什么是瞒着老公的？傅首尔：我连老公都不说，还会跟你说啊，笑惨！张萌：你有什么是瞒着老公的？傅首尔：我连老公都不说，还会跟你说啊，笑惨！#  原图 ,True,无,2021-05-24 08:09,无,1,0,0
KgU8msu92,https://weibo.cn/comment/KgU8msu92?uid=1662407481&rl=0#cmtfrm,访谈：陈思诚讲述当时找佟丽娅拍北爱时的情景，现在看来还是那么怀念！访谈：陈思诚讲述当时找佟丽娅拍北爱时的情景，现在看来还是那么怀念！#佟丽娅方辟谣与陈思诚离婚##520陈思诚佟丽娅离婚#  原图 ,True,无,2021-05-24 08:08,无,0,0,0
KgU875B3Z,https://weibo.cn/comment/KgU875B3Z?uid=1662407481&rl=0#cmtfrm,驴友观点：跑山有风险，跑友主办方均准备不足驴友观点：跑山有风险，跑友主办方均准备不足#郝峰关注甘肃马拉松事件##甘肃山地马拉松事故21人遇难##甘肃马拉松事故是天灾还是人祸#  原图 ,True,无,2021-05-24 08:07,无,0,0,0
